Years,FIPS,County,Deaths,% Fair or Poor Health,% Low birthweight,Food Environment Index,# Driving Deaths,# Uninsured,Mental Health Provider Ratio
2015,36001.0,Albany,2947.0,13.0,8.5,7.9,87.0,23634.0,0.0027100271002710027
2015,36003.0,Allegany,517.0,16.0,7.6,8.3,22.0,3903.0,0.0015174506828528073
2015,36005.0,Bronx,14107.0,24.0,9.8,6.4,262.0,194089.0,0.0014184397163120568
2015,36007.0,Broome,2185.0,13.0,8.0,7.9,64.0,16647.0,0.0017513134851138354
2015,36009.0,Cattaraugus,1037.0,18.0,7.4,8.3,54.0,8409.0,0.0009000900090009
2015,36011.0,Cayuga,839.0,11.0,6.6,8.6,44.0,6546.0,0.001358695652173913
2015,36013.0,Chautauqua,1592.0,16.0,8.2,8.0,77.0,10986.0,0.0011350737797956867
2015,36015.0,Chemung,1084.0,19.0,8.3,7.7,43.0,6647.0,0.0019880715705765406
2015,36017.0,Chenango,619.0,10.0,6.7,8.7,40.0,4609.0,0.0016155088852988692
2015,36019.0,Clinton,855.0,15.0,7.3,7.6,54.0,6532.0,0.0016181229773462784
2015,36021.0,Columbia,773.0,13.0,7.6,8.5,36.0,5824.0,0.0012853470437017994
2015,36023.0,Cortland,560.0,17.0,7.7,8.2,19.0,3788.0,0.0022675736961451248
2015,36025.0,Delaware,634.0,12.0,7.3,8.6,42.0,4393.0,0.001006036217303823
2015,36027.0,Dutchess,2769.0,12.0,7.1,8.3,110.0,25030.0,0.002183406113537118
2015,36029.0,Erie,10598.0,13.0,8.3,7.7,277.0,64605.0,0.001968503937007874
2015,36031.0,Essex,445.0,8.0,8.2,8.4,26.0,3537.0,0.0013422818791946308
2015,36033.0,Franklin,570.0,15.0,7.9,7.6,29.0,5472.0,0.002207505518763797
2015,36035.0,Fulton,670.0,18.0,7.4,7.9,29.0,5057.0,0.0009157509157509158
2015,36037.0,Genesee,666.0,12.0,6.1,8.7,49.0,5411.0,0.0011947431302270011
2015,36039.0,Greene,672.0,11.0,9.2,8.1,49.0,4149.0,0.0007017543859649122
2015,36043.0,Herkimer,699.0,14.0,6.9,8.1,32.0,5890.0,0.00042069835927639884
