Years,FIPS,County,Deaths,% Fair or Poor Health,% Low birthweight,Food Environment Index,# Driving Deaths,# Uninsured,Mental Health Provider Ratio
2019,36001,Albany,3202,13,8,8.1,100,10741,0.0033444816053511705
2019,36003,Allegany,596,15,7,8.2,18,1936,0.0019193857965451055
2019,36005,Bronx,14817,27,9,7.8,216,116497,0.0018656716417910447
2019,36007,Broome,2442,17,8,8.1,66,8158,0.0019267822736030828
2019,36009,Cattaraugus,1095,19,8,8.2,38,4441,0.0011123470522803114
2019,36011,Cayuga,955,14,6,8.7,38,3361,0.0017006802721088435
2019,36013,Chautauqua,1889,18,7,7.9,53,5619,0.001488095238095238
2019,36015,Chemung,1256,16,7,7.9,31,3076,0.0027548209366391185
2019,36017,Chenango,734,16,7,8.6,30,1985,0.0019230769230769232
2019,36019,Clinton,898,15,7,7.6,30,3798,0.0023094688221709007
2019,36021,Columbia,846,12,6,8.5,42,2991,0.0016666666666666668
2019,36023,Cortland,608,16,7,8.3,30,1702,0.0031847133757961785
2019,36025,Delaware,655,15,7,8.6,32,2160,0.0011560693641618498
2019,36027,Dutchess,2986,13,8,8.6,117,12198,0.002652519893899204
2019,36029,Erie,11652,16,9,7.9,241,33803,0.002777777777777778
2019,36031,Essex,513,13,7,8.8,17,1491,0.0013966480446927375
2019,36033,Franklin,631,15,8,7.6,19,2434,0.002583979328165375
2019,36035,Fulton,785,17,7,8.2,24,2528,0.001597444089456869
2019,36037,Genesee,722,17,6,8.8,39,2472,0.0015360983102918587
2019,36039,Greene,681,16,8,8.3,38,2001,0.0008216926869350862
2019,36041,Hamilton,75,12,5,7.8,3,217,0.00044583147570218456
2019,36043,Herkimer,825,14,7,8.1,35,2585,0.000449842555105713
2019,36045,Jefferson,1199,17,7,7.8,45,5656,0.0018050541516245488
2019,36047,Kings,21908,18,8,7.4,343,198931,0.0019801980198019802
2019,36049,Lewis,307,13,7,8.1,22,1307,0.002109704641350211
2019,36051,Livingston,659,14,6,8.3,26,2210,0.0009718172983479105
2019,36053,Madison,759,13,6,8.8,33,2682,0.0017761989342806395
2019,36055,Monroe,7677,15,8,7.9,203,29587,0.0025
2019,36057,Montgomery,669,16,7,7.8,25,2372,0.000791765637371338
2019,36059,Nassau,10768,12,8,9.7,417,56454,0.002840909090909091
2019,36061,New York,11857,15,8,8.3,198,85635,0.007874015748031496
2019,36063,Niagara,3022,16,8,8.2,95,8540,0.0010460251046025104
2019,36065,Oneida,3000,16,8,8.1,88,8892,0.0015267175572519084
2019,36067,Onondaga,5174,14,8,8.1,149,19703,0.0022988505747126436
2019,36069,Ontario,1287,13,7,8.6,60,3911,0.002036659877800407
2019,36071,Orange,3602,16,7,8.8,166,19544,0.0022123893805309734
2019,36073,Orleans,533,18,7,8.1,26,2053,0.0005367686527106817
2019,36075,Oswego,1572,16,7,8.1,94,5083,0.0012919896640826874
2019,36077,Otsego,729,15,7,7.9,26,2670,0.0019120458891013384
2019,36079,Putnam,943,11,8,9.4,32,3959,0.002967359050445104
2019,36081,Queens,17755,18,8,8.8,383,225096,0.0014705882352941176
2019,36083,Rensselaer,1849,14,8,8.3,47,6332,0.0015455950540958269
2019,36085,Richmond,4902,18,8,9.1,83,21728,0.0021008403361344537
2019,36087,Rockland,2372,14,6,8.8,78,17759,0.0025
2019,36089,St. Lawrence,1350,17,7,7.7,56,5360,0.0018248175182481751
2019,36091,Saratoga,2265,11,7,8.9,84,8005,0.0015625
2019,36093,Schenectady,1852,14,8,8.3,36,6130,0.0020833333333333333
2019,36095,Schoharie,395,14,7,8.1,12,1353,0.0012091898428053204
2019,36097,Schuyler,274,17,7,8.4,12,804,0.001610305958132045
2019,36099,Seneca,465,15,6,8.3,26,1649,0.0017094017094017094
2019,36101,Steuben,1274,16,7,8.3,44,4594,0.0017123287671232876
2019,36103,Suffolk,14659,14,8,9.4,696,74327,0.002531645569620253
2019,36105,Sullivan,1106,19,9,8.3,55,4087,0.001893939393939394
2019,36107,Tioga,578,15,7,8.8,19,1869,0.0014204545454545455
2019,36109,Tompkins,883,15,6,7.8,47,4429,0.003389830508474576
2019,36111,Ulster,2216,14,7,8.2,89,9049,0.003236245954692557
2019,36113,Warren,889,11,7,8.5,25,2623,0.003663003663003663
2019,36115,Washington,796,14,7,8.4,37,2636,0.0013623978201634877
2019,36117,Wayne,1197,16,7,8.6,54,3992,0.0009372071227741331
2019,36119,Westchester,7174,14,8,9.2,199,61342,0.0036363636363636364
2019,36121,Wyoming,509,16,6,8.3,22,1632,0.002
2019,36123,Yates,281,13,5,8.9,10,1816,0.0010822510822510823
